Iteracion,Temperatura
313,32.560768826438576
314,32.51632212820109
315,32.471936101411345
316,32.42761066325048
317,32.38334573101271
318,32.33914122210511
319,32.294997054047535
320,32.2509131444724
321,32.206889411124564
322,32.16292577186117
323,32.11902214465149
324,32.07517844757677
325,32.03139459883007
326,31.987670516716136
327,31.94400611965122
328,31.90040132616294
329,31.856856054890127
330,31.813370224582673
331,31.769943754101384
332,31.72657656241782
333,31.683268568614146
334,31.640019691882987
335,31.59682985152727
336,31.553698966960084
337,31.510626957704513
338,31.467613743393496
339,31.424659243769682
340,31.38176337868527
341,31.338926068101866
342,31.29614723209033
343,31.253426790830627
344,31.210764664611684
345,31.168160773831232
346,31.125615038995665
347,31.083127380719887
348,31.040697719727167
349,30.99832597684899
350,30.956012073024905
351,30.913755929302386
352,30.87155746683668
353,30.82941660689066
354,30.78733327083468
355,30.745307380146418
356,30.70333885641075
357,30.66142762131958
358,30.61957359667171
359,30.5777767043727
360,30.536036866434692
361,30.4943540049763
362,30.452728042222446
363,30.411158900504212
364,30.369646502258707
365,30.328190770028915
366,30.28679162646355
367,30.245448994316916
368,30.20416279644876
369,30.162932955824125
370,30.121759395513216
371,30.08064203869124
372,30.039580808638284
373,29.998575628739154
374,29.95762642248324
375,29.916733113464375
376,29.875895625380682
377,29.83511388203445
378,29.79438780733197
379,29.753717325283407
380,29.713102360002658
381,29.672542835707205
382,29.63203867671798
383,29.59158980745921
384,29.5511961524583
385,29.510857636345666
386,29.470574183854612
387,29.430345719821183
388,29.390172169184027
389,29.35005345698425
390,29.309989508365277
391,29.269980248572725
392,29.23002560295425
393,29.190125496959407
394,29.15027985613952
395,29.110488606147534
396,29.070751672737885
397,29.031068981766353
398,28.99144045918993
399,28.951866031066682
400,28.912345623555602
401,28.872879162916487
402,28.83346657550978
403,28.794107787796463
404,28.754802726337882
405,28.715551317795644
406,28.676353488931458
407,28.637209166607008
408,28.59811827778382
409,28.55908074952311
410,28.520096508985663
411,28.4811654834317
412,28.44228760022072
413,28.403462786811392
414,28.364690970761398
415,28.32597207972731
416,28.287306041464458
417,28.248692783826773
418,28.210132234766682
419,28.171624322334957
420,28.133168974680576
421,28.094766120050604
422,28.056415686790054
423,28.01811760334174
424,27.97987179824616
425,27.941678200141368
426,27.90353673776281
427,27.86544733994322
428,27.82740993561248
429,27.789424453797483
430,27.751490823622007
431,27.71360897430657
432,27.67577883516832
433,27.638000335620873
434,27.600273405174214
435,27.56259797343454
436,27.52497397010414
437,27.48740132498126
438,27.449879967959983
439,27.412409829030082
440,27.374990838276897
441,27.337622925881202
442,27.300306022119084
443,27.263040057361803
444,27.22582496207566
445,27.188660666821875
446,27.15154710225646
447,27.114484199130075
448,27.077471888287917
449,27.040510100669575
450,27.003598767308915
451,26.966737819333936
452,26.929927187966655
453,26.893166804522973
454,26.856456600412546
455,26.819796507138662
456,26.783186456298104
457,26.746626379581034
458,26.710116208770856
459,26.673655875744092
460,26.63724531247026
461,26.600884451011733
462,26.56457322352363
463,26.52831156225368
464,26.49209939954209
465,26.455936667821433
466,26.419823299616507
467,26.38375922754422
468,26.347744384313465
469,26.31177870272498
470,26.275862115671238
471,26.23999455613632
472,26.20417595719578
473,26.16840625201653
474,26.13268537385671
475,26.097013256065566
476,26.061389832083325
477,26.02581503544107
478,25.990288799760616
479,25.954811058754387
480,25.919381746225298
481,25.884000796066616
482,25.84866814226185
483,25.813383718884626
484,25.77814746009856
485,25.74295930015714
486,25.707819173403593
487,25.67272701427078
488,25.63768275728106
489,25.602686337046165
490,25.567737688267098
491,25.532836745733984
492,25.497983444325968
493,25.46317771901109
494,25.428419504846154
495,25.39370873697662
496,25.359045350636475
497,25.324429281148113
498,25.28986046392222
499,25.255338834457646
500,25.220864328341282
501,25.186436881247953
502,25.152056428940288
503,25.1177229072686
504,25.083436252170774
505,25.049196399672137
506,25.01500328588535
507,24.980856847010273
508,24.946757019333866
509,24.912703739230054
510,24.878696943159614
511,24.844736567670058
512,24.810822549395514
513,24.776954825056606
514,24.743133331460335
515,24.709358005499965
516,24.6756287841549
517,24.641945604490573
518,24.608308403658324
519,24.574717118895286
520,24.541171687524262
521,24.507672046953612
522,24.47421813467714
523,24.440809888273968
524,24.40744724540843
525,24.374130143829948
526,24.340858521372915
527,24.30763231595659
528,24.274451465584967
529,24.241315908346674
530,24.208225582414844
531,24.17518042604701
532,24.142180377584985
533,24.10922537545475
534,24.07631535816633
535,24.04345026431369
536,24.010630032574625
537,23.97785460171062
538,23.94512391056677
539,23.912437898071637
540,23.879796503237152
541,23.8471996651585
542,23.814647323013993
543,23.782139416064982
544,23.74967588365572
545,23.717256665213256
546,23.684881700247328
547,23.65255092835024
548,23.62026428919676
549,23.588021722544003
550,23.55582316823131
551,23.523668566180152
552,23.491557856394007
553,23.459490978958247
554,23.427467874040033
555,23.3954884818882
556,23.36355274283315
557,23.331660597286724
558,23.299811985742117
559,23.268006848773744
560,23.236245127037144
561,23.204526761268855
562,23.172851692286322
563,23.14121986098777
564,23.109631208352106
565,23.078085675438793
566,23.04658320338776
567,23.015123733419276
568,22.983707206833852
569,22.952333565012122
570,22.92100274941474
571,22.889714701582264
572,22.858469363135058
573,22.82726667577317
574,22.796106581276234
575,22.764989021503357
576,22.73391393839301
577,22.702881273962916
578,22.671890970309953
579,22.640942969610034
580,22.610037214118005
581,22.57917364616754
582,22.548352208171025
583,22.517572842619455
584,22.48683549208233
585,22.45614009920755
586,22.425486606721286
587,22.39487495742791
588,22.364305094209854
589,22.333776960027524
590,22.303290497919185
591,22.272845651000857
592,22.24244236246621
593,22.21208057558646
594,22.18176023371025
595,22.151481280263567
596,22.121243658749616
597,22.09104731274872
598,22.060892185918224
599,22.030778221992378
600,22.000705364782238
601,21.970673558175562
602,21.9406827461367
603,21.9107328727065
604,21.880823882002186
605,21.850955718217268
606,21.821128325621437
607,21.791341648560458
608,21.761595631456064
609,21.73189021880585
610,21.702225355183188
611,21.672600985237093
612,21.643017053692144
613,21.613473505348374
614,21.583970285081165
615,21.554507337841144
616,21.525084608654087
617,21.495702042620806
618,21.46635958491706
619,21.43705718079344
620,21.40779477557527
621,21.37857231466251
622,21.349389743529652
623,21.32024700772562
624,21.29114405287366
625,21.262080824671244
626,21.233057268889976
627,21.204073331375476
628,21.175128958047292
629,21.14622409489879
630,21.117358687997065
631,21.08853268348282
632,21.05974602757029
633,21.030998666547127
634,21.002290546774294
635,20.97362161468598
636,20.944991816789496
637,20.916401099665165
638,20.887849409966236
639,20.85933669441878
640,20.83086289982158
641,20.802427973046047
642,20.774031861036118
643,20.745674510808147
644,20.717355869450813
645,20.689075884125025
646,20.660834502063818
647,20.632631670572252
648,20.604467337027323
649,20.57634144887786
650,20.54825395364442
651,20.520204798919202
652,20.492193932365943
653,20.464221301719817
654,20.436286854787344
655,20.40839053944629
656,20.380532303645577
657,20.352712095405163
658,20.324929862815978
659,20.297185554039796
660,20.26947911730916
661,20.241810500927272
662,20.21417965326791
663,20.186586522775315
664,20.15903105796411
665,20.131513207419196
666,20.104032919795657
667,20.076590143818663
668,20.04918482828338
669,20.021816922054867
670,19.994486374067986
671,19.967193133327303
672,19.939937148907
673,19.912718369950763
674,19.885536745671715
675,19.858392225352294
676,19.831284758344168
677,19.804214294068153
678,19.777180782014096
679,19.750184171740795
680,19.723224412875908
681,19.696301455115847
682,19.669415248225693
683,19.6425657420391
684,19.6157528864582
685,19.58897663145351
686,19.56223692706384
687,19.5355337233962
688,19.5088669706257
689,19.482236618995472
690,19.45564261881656
691,19.429084920467844
692,19.40256347439593
693,19.376078231115066
694,19.34962914120706
695,19.32321615532117
696,19.29683922417402
697,19.27049829854951
698,19.244193329298717
699,19.217924267339818
700,19.191691063657977
701,19.165493669305274
702,19.1393320354006
703,19.11320611312957
704,19.08711585374444
705,19.061061208563995
706,19.035042128973487
707,19.009058566424518
708,18.983110472434966
709,18.957197798588886
710,18.931320496536422
711,18.90547851799372
712,18.87967181474284
713,18.853900338631647
714,18.82816404157375
715,18.80246287554839
716,18.776796792600358
717,18.751165744839913
718,18.72556968444268
719,18.70000856364956
720,18.67448233476666
721,18.64899095016518
722,18.623534362281344
723,18.598112523616294
724,18.572725386736014
725,18.54737290427124
726,18.52205502891736
727,18.496771713434345
728,18.471522910646645
729,18.446308573443105
730,18.421128654776883
731,18.395983107665355
732,18.37087188519003
733,18.345794940496468
734,18.320752226794177
735,18.295743697356542
736,18.27076930552073
737,18.245829004687607
738,18.220922748321644
739,18.196050489950842
740,18.17121218316663
741,18.146407781623793
742,18.121637239040375
743,18.096900509197596
744,18.07219754593977
745,18.04752830317421
746,18.022892734871157
747,17.998290795063674
748,17.973722437847577
749,17.94918761738134
750,17.924686287886015
751,17.900218403645137
752,17.875783919004657
753,17.851382788372835
754,17.827014966220172
755,17.80268040707932
756,17.778379065544982
757,17.75411089627386
758,17.72987585398454
759,17.705673893457423
760,17.681504969534632
761,17.657369037119935
762,17.63326605117866
763,17.609195966737605
764,17.585158738884964
765,17.56115432277023
766,17.53718267360412
767,17.513243746658503
768,17.489337497266284
769,17.46546388082135
770,17.44162285277848
771,17.417814368653254
772,17.394038384021975
773,17.37029485452159
774,17.346583735849595
775,17.322904983763973
776,17.299258554083085
777,17.275644402685614
778,17.252062485510464
779,17.228512758556686
780,17.204995177883394
781,17.18150969960968
782,17.15805627991454
783,17.13463487503678
784,17.111245441274953
785,17.087887934987254
786,17.06456231259146
787,17.04126853056483
788,17.018006545444045
789,16.994776313825106
790,16.971577792363266
791,16.948410937772945
792,16.925275706827648
793,16.902172056359888
794,16.8790999432611
795,16.856059324481567
796,16.833050157030335
797,16.810072397975137
798,16.787126004442303
799,16.764210933616695
800,16.741327142741618
801,16.718474589118735
802,16.695653230108004
803,16.67286302312758
804,16.650103925653745
805,16.627375895220833
806,16.60467888942114
807,16.582012865904854
808,16.55937778237997
809,16.536773596612207
810,16.514200266424947
811,16.491657749699137
812,16.469146004373222
813,16.44666498844306
814,16.424214659961848
815,16.40179497704004
816,16.379405897845274
817,16.35704738060229
818,16.334719383592848
819,16.31242186515566
820,16.290154783686305
821,16.267918097637157
822,16.2457117655173
823,16.223535745892455
824,16.201389997384908
825,16.17927447867342
826,16.15718914849316
827,16.135133965635625
828,16.113108888948563
829,16.091113877335896
830,16.06914888975765
831,16.04721388522986
832,16.025308822824513
833,16.003433661669465
834,15.981588360948363
835,15.95977287990057
836,15.937987177821086
837,15.916231214060478
838,15.894504948024801
839,15.872808339175522
840,15.851141347029444
841,15.829503931158628
842,15.807896051190328
843,15.786317666806902
844,15.764768737745745
845,15.743249223799214
846,15.721759084814549
847,15.7002982806938
848,15.678866771393754
849,15.657464516925854
850,15.636091477356135
851,15.614747612805141
852,15.593432883447852
853,15.572147249513609
854,15.550890671286046
855,15.529663109103009
856,15.508464523356482
857,15.48729487449252
858,15.466154123011167
859,15.445042229466388
860,15.423959154465994
861,15.402904858671565
862,15.381879302798383
863,15.360882447615353
864,15.33991425394493
865,15.31897468266305
866,15.298063694699058
867,15.277181251035627
868,15.256327312708692
869,15.235501840807375
870,15.214704796473914
871,15.193936140903588
872,15.173195835344648
873,15.15248384109824
874,15.131800119518337
875,15.111144632011664
876,15.090517340037628
877,15.069918205108248
878,15.049347188788076
879,15.028804252694131
880,15.00828935849583
881,14.987802467914909
882,14.967343542725356
883,14.946912544753339
884,14.926509435877135
885,14.90613417802706
886,14.885786733185393
887,14.865467063386312
888,14.845175130715818
889,14.824910897311668
890,14.8046743253633
891,14.784465377111765
892,14.76428401484966
893,14.744130200921049
894,14.724003897721403
895,14.70390506769752
896,14.68383367334746
897,14.663789677220478
898,14.64377304191695
899,14.623783730088299
900,14.603821704436935
901,14.583886927716181
902,14.563979362730201
903,14.544098972333934
904,14.524245719433022
905,14.504419566983742
906,14.48462047799294
907,14.464848415517958
908,14.445103342666561
909,14.425385222596882
910,14.40569401851734
911,14.386029693686574
912,14.366392211413379
913,14.346781535056635
914,14.327197628025239
915,14.307640453778033
916,14.288109975823742
917,14.268606157720903
918,14.249128963077796
919,14.229678355552378
920,14.210254298852213
921,14.190856756734407
922,14.171485693005536
923,14.152141071521587
924,14.132822856187879
925,14.113531010959004
926,14.094265499838759
927,14.075026286880075
928,14.055813336184952
929,14.036626611904396
930,14.017466078238343
931,13.9983316994356
932,13.979223439793774
933,13.960141263659212
934,13.941085135426924
935,13.922055019540524
936,13.903050880492163
937,13.884072682822461
938,13.865120391120442
939,13.846193970023464
940,13.82729338421716
941,13.808418598435368
942,13.789569577460066
943,13.770746286121303
944,13.751948689297139
945,13.733176751913577
946,13.714430438944495
947,13.695709715411585
948,13.677014546384285
949,13.658344896979717
950,13.639700732362614
951,13.621082017745266
952,13.602488718387447
953,13.583920799596351
954,13.565378226726532
955,13.546860965179835
956,13.528368980405336
957,13.509902237899269
958,13.49146070320497
959,13.473044341912809
960,13.454653119660126
961,13.436287002131168
962,13.417945955057027
963,13.399629944215567
964,13.381338935431373
965,13.363072894575676
966,13.344831787566298
967,13.32661558036758
968,13.308424238990327
969,13.290257729491739
970,13.272116017975348
971,13.25399907059096
972,13.235906853534582
973,13.217839333048369
974,13.199796475420555
975,13.181778246985395
976,13.163784614123093
977,13.14581554325975
978,13.127871000867298
979,13.10995095346343
980,13.092055367611549
981,13.074184209920697
982,13.056337447045497
983,13.038515045686092
984,13.020716972588078
985,13.002943194542445
986,12.985193678385514
987,12.967468390998876
988,12.949767299309332
989,12.932090370288828
990,12.91443757095439
991,12.896808868368076
992,12.879204229636898
993,12.86162362191277
994,12.844067012392449
995,12.826534368317462
996,12.809025656974061
997,12.791540845693147
998,12.77407990185022
999,12.75664279286531
1000,12.739229486202923
1001,12.721839949371976
1002,12.704474149925735
1003,12.687132055461763
1004,12.669813633621848
1005,12.65251885209195
1006,12.63524767860214
1007,12.618000080926537
1008,12.600776026883251
1009,12.583575484334322
1010,12.566398421185657
1011,12.549244805386975
1012,12.532114604931744
1013,12.51500778785712
1014,12.497924322243895
1015,12.480864176216427
1016,12.463827317942586
1017,12.446813715633697
1018,12.429823337544475
1019,12.412856151972969
1020,12.395912127260504
1021,12.378991231791618
1022,12.362093433994007
1023,12.345218702338464
1024,12.328367005338821
1025,12.311538311551887
1026,12.294732589577396
1027,12.277949808057944
1028,12.261189935678928
1029,12.244452941168495
1030,12.227738793297474
1031,12.211047460879328
1032,12.19437891277009
1033,12.177733117868302
1034,12.161110045114963
1035,12.144509663493471
1036,12.12793194202956
1037,12.111376849791245
1038,12.094844355888766
1039,12.078334429474527
1040,12.061847039743043
1041,12.045382155930875
1042,12.028939747316583
1043,12.012519783220657
1044,11.99612223300547
1045,11.979747066075216
1046,11.963394251875851
1047,11.947063759895041
1048,11.930755559662101
1049,11.91446962074794
1050,11.898205912765006
1051,11.881964405367222
1052,11.865745068249941
1053,11.849547871149879
1054,11.83337278384506
1055,11.81721977615477
1056,11.801088817939487
1057,11.784979879100831
1058,11.76889292958151
1059,11.752827939365257
1060,11.736784878476785
1061,11.720763716981718
1062,11.704764424986545
1063,11.688786972638558
1064,11.672831330125804
1065,11.65689746767702
1066,11.640985355561583
1067,11.625094964089453
1068,11.60922626361112
1069,11.593379224517546
1070,11.57755381724011
1071,11.561750012250553
1072,11.545967780060922
1073,11.53020709122352
1074,11.514467916330844
1075,11.498750226015535
1076,11.483053990950319
1077,11.467379181847958
1078,11.451725769461191
1079,11.436093724582681
1080,11.42048301804496
1081,11.404893620720374
1082,11.389325503521029
1083,11.373778637398738
1084,11.358252993344967
1085,11.342748542390778
1086,11.327265255606777
1087,11.31180310410306
1088,11.296362059029159
1089,11.280942091573987
1090,11.265543172965788
1091,11.250165274472078
1092,11.234808367399593
1093,11.219472423094238
1094,11.204157412941035
1095,11.18886330836406
1096,11.1735900808264
1097,11.158337701830098
1098,11.143106142916093
1099,11.127895375664176
1100,11.112705371692929
1101,11.09753610265968
1102,11.082387540260441
1103,11.067259656229863
1104,11.05215242234118
1105,11.037065810406157
1106,11.021999792275036
1107,11.006954339836485
1108,10.991929425017544
1109,10.976925019783573
1110,10.961941096138206
1111,10.946977626123287
1112,10.932034581818826
1113,10.917111935342945
1114,10.902209658851826
1115,10.887327724539658
1116,10.872466104638585
1117,10.85762477141866
1118,10.842803697187783
1119,10.828002854291658
1120,10.813222215113736
1121,10.798461752075168
1122,10.78372143763475
1123,10.769001244288871
1124,10.754301144571468
1125,10.739621111053964
1126,10.724961116345229
1127,10.71032113309152
1128,10.695701133976433
1129,10.681101091720853
1130,10.666520979082902
1131,10.651960768857887
1132,10.63742043387825
1133,10.622899947013519
1134,10.608399281170255
1135,10.593918409292007
1136,10.57945730435925
1137,10.56501593938935
1138,10.550594287436494
1139,10.536192321591663
1140,10.521810014982563
1141,10.507447340773583
1142,10.493104272165743
1143,10.478780782396646
1144,10.464476844740426
1145,10.4501924325077
1146,10.435927519045517
1147,10.421682077737305
1148,10.40745608200283
1149,10.393249505298133
1150,10.379062321115498
1151,10.364894502983388
1152,10.3507460244664
1153,10.336616859165218
1154,10.322506980716563
1155,10.30841636279314
1156,10.294344979103595
1157,10.28029280339246
1158,10.266259809440106
1159,10.252245971062699
1160,10.238251262112145
1161,10.224275656476042
1162,10.210319128077632
1163,10.196381650875756
1164,10.182463198864797
1165,10.168563746074643
1166,10.154683266570625
1167,10.140821734453484
1168,10.126979123859307
1169,10.113155408959493
1170,10.09935056396069
1171,10.085564563104764
1172,10.071797380668734
1173,10.058048990964735
1174,10.04431936833997
1175,10.030608487176654
1176,10.016916321891973
1177,10.003242846938035
1178,9.989588036801822
1179,9.975951866005142
1180,9.962334309104582
1181,9.94873534069146
1182,9.935154935391777
1183,9.921593067866173
1184,9.908049712809873
1185,9.894524844952647
1186,9.88101843905876
1187,9.867530469926924
1188,9.854060912390251
1189,9.840609741316207
1190,9.827176931606568
1191,9.813762458197363
1192,9.800366296058844
1193,9.786988420195419
1194,9.773628805645625
1195,9.760287427482067
1196,9.746964260811378
1197,9.733659280774173
1198,9.720372462544999
1199,9.707103781332291
1200,9.693853212378327
1201,9.680620730959179
1202,9.667406312384667
1203,9.654209931998317
1204,9.64103156517731
1205,9.627871187332437
1206,9.614728773908055
1207,9.601604300382045
1208,9.588497742265755
1209,9.575409075103964
1210,9.562338274474833
1211,9.54928531598986
1212,9.536250175293832
1213,9.523232828064787
1214,9.510233250013957
1215,9.497251416885735
1216,9.48428730445762
1217,9.471340888540176
1218,9.458412144976988
1219,9.445501049644614
1220,9.432607578452542
1221,9.419731707343145
1222,9.406873412291635
1223,9.39403266930602
1224,9.381209454427054
1225,9.368403743728203
1226,9.355615513315588
1227,9.342844739327948
1228,9.330091397936592
1229,9.31735546534536
1230,9.30463691779057
1231,9.291935731540981
1232,9.279251882897746
1233,9.266585348194369
1234,9.253936103796654
1235,9.241304126102674
1236,9.228689391542716
1237,9.216091876579238
1238,9.203511557706834
1239,9.190948411452178
1240,9.178402414373988
1241,9.16587354306298
1242,9.153361774141828
1243,9.140867084265112
1244,9.12838945011928
1245,9.115928848422609
1246,9.103485255925149
1247,9.09105864940869
1248,9.07864900568672
1249,9.066256301604373
1250,9.05388051403839
1251,9.041521619897077
1252,9.029179596120263
1253,9.016854419679253
1254,9.004546067576788
1255,8.992254516846998
1256,8.979979744555367
1257,8.967721727798683
1258,8.955480443705
1259,8.943255869433589
1260,8.931047982174903
1261,8.918856759150527
1262,8.906682177613146
1263,8.89452421484649
1264,8.8823828481653
1265,8.870258054915281
1266,8.858149812473066
1267,8.846058098246166
1268,8.833982889672935
1269,8.821924164222523
1270,8.809881899394833
1271,8.797856072720485
1272,8.785846661760768
1273,8.773853644107604
1274,8.7618769973835
1275,8.749916699241508
1276,8.73797272736519
1277,8.726045059468564
1278,8.714133673296073
1279,8.70223854662254
1280,8.690359657253126
1281,8.678496983023287
1282,8.666650501798735
1283,8.654820191475398
1284,8.643006029979375
1285,8.631207995266898
1286,8.619426065324289
1287,8.607660218167918
1288,8.595910431844167
1289,8.584176684429384
1290,8.57245895402984
1291,8.560757218781696
1292,8.549071456850958
1293,8.537401646433436
1294,8.5257477657547
1295,8.514109793070046
1296,8.502487706664454
1297,8.490881484852542
1298,8.479291105978533
1299,8.467716548416206
1300,8.456157790568867
1301,8.444614810869297
1302,8.43308758777972
1303,8.421576099791759
1304,8.410080325426396
1305,8.398600243233934
1306,8.387135831793957
1307,8.375687069715285
1308,8.36425393563594
1309,8.352836408223103
1310,8.341434466173077
1311,8.330048088211242
1312,8.318677253092023
1313,8.307321939598841
1314,8.295982126544084
1315,8.284657792769057
1316,8.27334891714395
1317,8.262055478567797
1318,8.250777455968432
1319,8.239514828302458
1320,8.228267574555197
1321,8.217035673740662
1322,8.205819104901513
1323,8.194617847109013
1324,8.183431879462997
1325,8.172261181091828
1326,8.161105731152361
1327,8.1499655088299
1328,8.138840493338167
1329,8.127730663919253
1330,8.116635999843586
1331,8.105556480409891
1332,8.094492084945152
1333,8.08344279280457
1334,8.07240858337153
1335,8.061389436057556
1336,8.050385330302278
1337,8.039396245573393
1338,8.02842216136662
1339,8.017463057205676
1340,8.006518912642221
1341,7.995589707255831
1342,7.984675420653956
1343,7.973776032471884
1344,7.9628915223727
1345,7.9520218700472505
1346,7.9411670552141045
1347,7.9303270576195155
1348,7.919501857037385
1349,7.908691433269224
1350,7.897895766144114
1351,7.887114835518671
1352,7.876348621277008
1353,7.865597103330697
1354,7.8548602616187315
1355,7.844138076107488
1356,7.833430526790692
1357,7.822737593689374
1358,7.812059256851842
1359,7.801395496353634
1360,7.79074629229749
